"#";"country";"family";"name";"shape";"h";"t_web";"b_upper";"t_upper";"b_lower";"t_lower";"r";"ex";"ey";"ez";"zs";"A";"A_y";"A_z";"Iy";"Wy_u";"Wy_l";"Wply";"i_y";"Iz";"Wz";"Wplz";"i_z";"It";"Wt";"Cw";"alpha_y";"alpha_z";"alpha_lt";"Product"
"#";"-";"-";"-";"-";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"cm";"cm";"cm";"cm";"cm2";"cm2";"cm2";"cm4";"cm3";"cm3";"cm3";"cm";"cm4";"cm3";"cm3";"cm";"cm4";"cm3";"cm6";"-";"-";"-";"-"
;"Japan";"BCP";"Box-750x750x36x126";"[]";750;36;750;36;750;36;126;0;0;0;37.5;961.4102447431422;480.7051223715711;480.7051223715711;781996.4927131003;-20853.239805682668;20853.239805682668;25042.659094104263;28.519902061535063;781996.4927131003;-20853.239805682668;25042.659094104263;28.519902061535063;1351006.1100796785;34439.15499659875;32928252754.588863;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-750x750x40x140";"[]";750;40;750;40;750;40;140;0;0;0;37.5;1053.59289474462;526.79644737231;526.79644737231;841733.8836671513;-22446.236897790695;22446.236897790695;27178.766359831887;28.265130072224718;841733.8836671513;-22446.236897790695;27178.766359831887;28.265130072224718;1474465.389149086;37481.90400163438;35668470861.00459;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-800x800x19x66.5";"[]";800;19;800;19;800;19;66.5;0;0;0;40;574.9668968767548;287.4834484383774;287.4834484383774;573987.7554801527;-14349.693887003814;14349.693887003814;16642.63284417312;31.595839082973004;573987.7554801527;-14349.693887003814;16642.63284417312;31.595839082973004;926557.3151985939;22555.793681961204;22045948616.42609;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-800x800x22x77";"[]";800;22;800;22;800;22;77;0;0;0;40;659.7118506602477;329.85592533012385;329.85592533012385;651293.4819190267;-16282.337047975663;16282.337047975663;18981.078109659346;31.420364807948282;651293.4819190267;-16282.337047975663;18981.078109659346;31.420364807948282;1062972.570611577;25787.473103014592;25117201733.611862;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-800x800x25x87.5";"[]";800;25;800;25;800;25;87.5;0;0;0;40;742.8097245096174;371.4048622548087;371.4048622548087;725062.0693571967;-18126.551733929915;18126.551733929915;21241.4497242589;31.242717561611286;725062.0693571967;-18126.551733929915;21241.4497242589;31.242717561611286;1196245.8678265796;28926.797658084743;28078091212.189213;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-800x800x28x98";"[]";800;27.999999999999996;800;27.999999999999996;800;27.999999999999996;98;0;0;0;40;824.2605184248638;412.1302592124319;412.1302592124319;795329.1850889662;-19883.22962722415;19883.22962722415;23424.048989764247;31.06284365311983;795329.1850889662;-19883.22962722415;23424.048989764247;31.06284365311983;1326215.75066189;31972.830780193148;30928928565.75128;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-800x800x32x112";"[]";800;32;800;32;800;32;111.99999999999999;0;0;0;40;930.2994526365569;465.1497263182784;465.1497263182784;883634.2848717341;-22090.85712179335;22090.85712179335;26213.722902599537;30.819450868599578;883634.2848717341;-22090.85712179335;26213.722902599537;30.819450868599578;1494091.4341200292;35887.42406472711;34559266472.29683;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-800x800x36x126";"[]";800;36;800;36;800;36;126;0;0;0;40;1033.4102447431424;516.7051223715712;516.7051223715712;965865.1222132663;-24146.628055331654;24146.628055331654;28866.384705962126;30.571859892130888;965865.1222132663;-24146.628055331654;28866.384705962126;30.571859892130888;1655426.0538018919;39632.115138589485;37994793293.71155;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-800x800x40x140";"[]";800;40;800;40;800;40;140;0;0;0;40;1133.59289474462;566.79644737231;566.79644737231;1042109.3377251317;-26052.733443128283;26052.733443128283;31382.748596693462;30.319922447481257;1042109.3377251317;-26052.733443128283;31382.748596693462;30.319922447481257;1809840.0719008367;43204.49947431082;41235740408.29896;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-850x850x19x66.5";"[]";850;19;850;19;850;19;66.5;0;0;0;42.5;612.9668968767547;306.48344843837737;306.48344843837737;693641.409473164;-16320.974340545032;16320.974340545032;18893.250086365002;33.639458434848066;693641.409473164;-16320.974340545032;18893.250086365002;33.639458434848066;1115081.395803054;25582.632938448707;25036945915.34907;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-850x850x22x77";"[]";850;22;850;22;850;22;77;0;0;0;42.5;703.7118506602476;351.8559253301238;351.8559253301238;788083.8982006164;-18543.150545896853;18543.150545896853;21568.65773630995;33.46484322577347;788083.8982006164;-18543.150545896853;21568.65773630995;33.46484322577347;1280167.6606420144;29272.517964521885;28554298114.695114;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-850x850x25x87.5";"[]";850;25;850;25;850;25;87.5;0;0;0;42.5;792.8097245096172;396.40486225480873;396.40486225480873;878516.045423342;-20670.965774666867;20670.965774666867;24160.97403553292;33.28820403405797;878516.045423342;-20670.965774666867;24160.97403553292;33.28820403405797;1441785.5533531778;32864.69702109886;31954223653.143238;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-850x850x28x98";"[]";850;27.999999999999996;850;27.999999999999996;850;27.999999999999996;98;0;0;0;42.5;880.2605184248637;440.13025921243184;440.13025921243184;964975.5649446071;-22705.30741046134;22705.30741046134;26670.500285826336;33.10949421975292;964975.5649446071;-22705.30741046134;26670.500285826336;33.10949421975292;1599763.5491647965;36358.245330609745;35237066471.739555;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-850x850x32x112";"[]";850;32;850;32;850;32;111.99999999999999;0;0;0;42.5;994.2994526365568;497.1497263182784;497.1497263182784;1074141.1642970413;-25273.90974816567;25273.90974816567;29888.271534190862;32.867909312124034;1074141.1642970413;-25273.90974816567;29888.271534190862;32.867909312124034;1804442.3710735303;40861.241491655644;39432534354.45681;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-850x850x36x126";"[]";850;36;850;36;850;36;126;0;0;0;42.5;1105.4102447431421;552.7051223715711;552.7051223715711;1176403.3797727195;-27680.079524063985;27680.079524063985;32960.11031781992;32.62243610345539;1176403.3797727195;-27680.079524063985;32960.11031781992;32.62243610345539;2001939.3957971926;45184.89616043808;43420837340.77072;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-850x850x40x140";"[]";850;40;850;40;850;40;140;0;0;0;42.5;1213.59289474462;606.79644737231;606.79644737231;1271854.7029674186;-29925.993010998085;29925.993010998085;35886.730833554975;32.37294709782299;1271854.7029674186;-29925.993010998085;35886.730833554975;32.37294709782299;2191850.1704176455;49326.83620416707;47202293363.92388;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-900x900x19x66.5";"[]";900;19;900;19;900;19;66.5;0;0;0;45;650.966896876755;325.4834484383775;325.4834484383775;828851.6496771357;-18418.92554838079;18418.92554838079;21286.36732855693;35.682802069054944;828851.6496771357;-18418.92554838079;21286.36732855693;35.682802069054944;1327521.4774116492;28799.4577117746;28217902321.870644;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-900x900x22x77";"[]";900;22;900;22;900;22;77;0;0;0;45;747.7118506602477;373.85592533012385;373.85592533012385;942778.7126154596;-20950.63805812132;20950.63805812132;24321.2373629606;35.508943586397294;942778.7126154596;-20950.63805812132;24321.2373629606;35.508943586397294;1524998.5387906414;32977.53764479874;32211323695.082855;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-900x900x25x87.5";"[]";900;25;900;25;900;25;87.5;0;0;0;45;842.8097245096174;421.4048622548087;421.4048622548087;1052192.6430458599;-23382.05873435244;23382.05873435244;27267.998346807;35.33319103204424;1052192.6430458599;-23382.05873435244;27267.998346807;35.33319103204424;1718665.4795210278;37052.555787440906;36080242378.09203;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-900x900x28x98";"[]";900;27.999999999999996;900;27.999999999999996;900;27.999999999999996;98;0;0;0;45;936.2605184248637;468.13025921243184;468.13025921243184;1157133.2012805615;-25714.071139568026;25714.071139568026;30126.951581888516;35.155503515960795;1157133.2012805615;-25714.071139568026;30126.951581888516;35.155503515960795;1908340.7464168759;41023.59815294225;39825032037.67541;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-900x900x32x112";"[]";900;32;900;32;900;32;111.99999999999999;0;0;0;45;1058.299452636557;529.1497263182785;529.1497263182785;1290164.7868803083;-28670.32859734018;28670.32859734018;33802.82016578227;34.91550327649909;1290164.7868803083;-28670.32859734018;33802.82016578227;34.91550327649909;2154717.8881525854;46154.95841020018;44625522633.923676;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-900x900x36x126";"[]";900;36;900;36;900;36;126;0;0;0;45;1177.4102447431424;588.7051223715712;588.7051223715712;1415411.2653914643;-31453.58367536587;31453.58367536587;37323.835929677814;34.6718822271745;1415411.2653914643;-31453.58367536587;37323.835929677814;34.6718822271745;2393245.5808743914;51097.52371716026;49206455582.62575;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-900x900x40x140";"[]";900;40;900;40;900;40;140;0;0;0;45;1293.59289474462;646.79644737231;646.79644737231;1532969.979394015;-34065.999542089216;34065.999542089216;40690.713070416554;34.42452958375397;1532969.979394015;-34065.999542089216;40690.713070416554;34.42452958375397;2623494.6963917883;55848.950310490276;53568229564.0316;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-950x950x22x77";"[]";950;22;950;22;950;22;77;0;0;0;47.5;791.7118506602477;395.85592533012385;395.85592533012385;1116477.9251635566;-23504.798424495926;23504.798424495926;27238.816989611205;37.55272851019974;1116477.9251635566;-23504.798424495926;27238.816989611205;37.55272851019974;1799115.174004252;36902.535827876556;36088288732.48435;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-950x950x25x87.5";"[]";950;25;950;25;950;25;87.5;0;0;0;47.5;892.8097245096174;446.4048622548087;446.4048622548087;1247341.8622247463;-26259.828678415703;26259.828678415703;30562.522658081;37.37776188445412;1247341.8622247463;-26259.828678415703;30562.522658081;37.37776188445412;2028760.5854776967;41490.37982447518;40456163657.94918;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-950x950x28x98";"[]";950;27.999999999999996;950;27.999999999999996;950;27.999999999999996;98;0;0;0;47.5;992.2605184248638;496.1302592124319;496.1302592124319;1373202.0940968264;-28909.517770459497;28909.517770459497;33793.40287795064;37.20097931769245;1373202.0940968264;-28909.517770459497;33793.40287795064;37.20097931769245;2254047.2314809794;45968.89805443432;44692849608.677895;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-950x950x32x112";"[]";950;32;950;32;950;32;111.99999999999999;0;0;0;47.5;1122.299452636557;561.1497263182785;561.1497263182785;1533305.1526215312;-32280.108476242756;32280.108476242756;37957.36879737363;36.96237952524763;1533305.1526215312;-32280.108476242756;37957.36879737363;36.96237952524763;2547317.758973376;51768.588898062684;50138270114.64028;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-950x950x36x126";"[]";950;36;950;36;950;36;126;0;0;0;47.5;1249.4102447431424;624.7051223715712;624.7051223715712;1684688.779069498;-35467.13219093679;35467.13219093679;41957.56154153563;36.720392127620876;1684688.779069498;-35467.13219093679;41957.56154153563;36.720392127620876;2832044.18181873;57370.018871255874;55351706024.574196;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-950x950x40x140";"[]";950;40;950;40;950;40;140;0;0;0;47.5;1373.5928947446203;686.7964473723101;686.7964473723101;1827455.1670049187;-38472.74035799828;38472.74035799828;45794.69530727805;36.474919978025596;1827455.1670049187;-38472.74035799828;45794.69530727805;36.474919978025596;3107772.8917573234;62770.87166267924;60333631385.1386;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-1000x1000x22x77";"[]";1000;22;1000;22;1000;22;77;0;0;0;50;835.7118506602476;417.8559253301238;417.8559253301238;1310281.5358449048;-26205.630716898093;26205.630716898093;30321.396616261824;39.5962475035697;1310281.5358449048;-26205.630716898093;30321.396616261824;39.5962475035697;2104167.541769413;41047.51551465206;40185201597.80304;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-1000x1000x25x87.5";"[]";1000;25;1000;25;1000;25;87.5;0;0;0;50;942.8097245096172;471.4048622548086;471.4048622548086;1465213.7029600018;-29304.27405920003;29304.27405920003;34044.54696935506;39.42198234693884;1465213.7029600018;-29304.27405920003;34044.54696935506;39.42198234693884;2373945.8232794926;46178.17392563278;45082000808.58043;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-1000x1000x28x98";"[]";1000;27.999999999999996;1000;27.999999999999996;1000;27.999999999999996;98;0;0;0;50;1048.2605184248637;524.1302592124318;524.1302592124318;1614582.2433934028;-32291.64486786805;32291.64486786805;37669.854174012886;39.246006508357446;1614582.2433934028;-32291.64486786805;37669.854174012886;39.246006508357446;2638982.91712582;51194.15225293322;49840539166.815025;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-1000x1000x32x112";"[]";1000;32;1000;32;1000;32;111.99999999999999;0;0;0;50;1186.299452636557;593.1497263182785;593.1497263182785;1805162.2615207124;-36103.24523041424;36103.24523041424;42351.9174289651;39.00865333929371;1805162.2615207124;-36103.24523041424;42351.9174289651;39.00865333929371;2984641.8060050607;57702.14454543093;55970808776.11948;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-1000x1000x36x126";"[]";1000;36;1000;36;1000;36;126;0;0;0;50;1321.4102447431424;660.7051223715712;660.7051223715712;1986035.920806822;-39720.718416136435;39720.718416136435;46861.28715339357;38.76811765671436;1986035.920806822;-39720.718416136435;46861.28715339357;38.76811765671436;3321034.8645264655;64002.39905327796;61856636677.6278;0.34;0.34;0.76;2
;"Japan";"BCP";"Box-1000x1000x40x140";"[]";1000;40;1000;40;1000;40;140;0;0;0;50;1453.59289474462;726.79644737231;726.79644737231;2157310.2658001287;-43146.20531600256;43146.20531600256;51198.67754413964;38.52431358574944;2157310.2658001287;-43146.20531600256;51198.67754413964;38.52431358574944;3647684.1653321013;70092.6251264201;67498567328.70473;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-200x200x6x15";"[]";200;6;200;6;200;6;15;0;0;0;10;45.3238934211693;22.66194671058465;22.66194671058465;2801.6360781466797;-280.1636078146679;280.1636078146679;326.56109407993955;7.862166845656324;2801.6360781466797;-280.1636078146679;326.56109407993955;7.862166845656324;4476.233666662041;437.4817412451619;425020025.78582335;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-200x200x8x20";"[]";200;8;200;8;200;8;20;0;0;0;10;59.24247719318986;29.62123859659493;29.62123859659493;3566.2536426802276;-356.6253642680226;356.6253642680226;420.86248421218613;7.758709816438394;3566.2536426802276;-356.6253642680226;420.86248421218613;7.758709816438394;5815.181508806181;564.7589506158307;543640051.1069534;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-200x200x9x22.5";"[]";200;9;200;9;200;9;22.5;0;0;0;10;65.97876019763093;32.98938009881547;32.98938009881547;3918.4547253603837;-391.8454725360383;391.8454725360383;465.34989153164014;7.706467324884325;3918.4547253603837;-391.8454725360383;465.34989153164014;7.706467324884325;6453.976841348647;624.9801990962752;598883031.3475388;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-200x200x12x30";"[]";200;12;200;12;200;12;30;0;0;0;10;85.29557368467721;42.647786842338604;42.647786842338604;4858.919566024295;-485.89195660242945;485.89195660242945;588.3330157927403;7.547560582009519;4858.919566024295;-485.89195660242945;588.3330157927403;7.547560582009519;8242.38961147629;792.097465764149;748914828.2872527;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-250x250x6x15";"[]";250;6;250;6;250;6;15;0;0;0;12.5;57.3238934211693;28.66194671058465;28.66194671058465;5623.435882428681;-449.8748705942944;449.8748705942944;520.5708276328629;9.904510892280475;5623.435882428681;-449.8748705942944;520.5708276328629;9.904510892280475;8873.963405978937;696.6966112083861;680664871.357272;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-250x250x8x20";"[]";250;8;250;8;250;8;20;0;0;0;12.5;75.24247719318987;37.621238596594935;37.621238596594935;7229.2048795319215;-578.3363903625536;578.3363903625536;675.7686771951606;9.801978010144177;7229.2048795319215;-578.3363903625536;675.7686771951606;9.801978010144177;11597.769269444687;905.6044033146003;878175688.3011173;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-250x250x9x22.5";"[]";250;9;250;9;250;9;22.5;0;0;0;12.5;83.97876019763093;41.98938009881547;41.98938009881547;7983.751434253773;-638.7001147403017;638.7001147403017;749.9967920257177;9.750317866992821;7983.751434253773;-638.7001147403017;749.9967920257177;9.750317866992821;12913.313275962599;1005.7517953333692;971695618.8486559;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-250x250x12x30";"[]";250;12;250;12;250;12;30;0;0;0;12.5;109.29557368467721;54.647786842338604;54.647786842338604;10059.441980517226;-804.755358441378;804.755358441378;959.3719500044332;9.593689492324982;10059.441980517226;-804.755358441378;959.3719500044332;9.593689492324982;16667.93007191197;1289.1125669778978;1231944744.2850337;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-250x250x14x35";"[]";250;13.999999999999998;250;13.999999999999998;250;13.999999999999998;35;0;0;0;12.5;125.43008640414396;62.71504320207198;62.71504320207198;11291.085308608917;-903.2868246887133;903.2868246887133;1088.0094443039623;9.487831946206132;11291.085308608917;-903.2868246887133;1088.0094443039623;9.487831946206132;19005.514945953782;1463.8891329611538;1388998359.0710964;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-250x250x16x40";"[]";250;16;250;16;250;16;40;0;0;0;12.5;140.96990877275948;70.48495438637974;70.48495438637974;12405.157545889015;-992.412603671121;992.412603671121;1208.0255579017892;9.380758007594672;12405.157545889015;-992.412603671121;1208.0255579017892;9.380758007594672;21205.61455375818;1627.4439488373914;1533304107.3387187;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-300x300x6x15";"[]";300;6;300;6;300;6;15;0;0;0;15;69.3238934211693;34.661946710584644;34.661946710584644;9893.784354475303;-659.5856236316869;659.5856236316869;759.5805611857869;11.946474135158045;9893.784354475303;-659.5856236316869;759.5805611857869;11.946474135158045;15483.146647736128;1015.906709639919;996295515.8237543;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-300x300x8x20";"[]";300;8;300;8;300;8;20;0;0;0;15;91.24247719318986;45.62123859659493;45.62123859659493;12800.687081298485;-853.3791387532322;853.3791387532322;990.674870178136;11.844537486218782;12800.687081298485;-853.3791387532322;990.674870178136;11.844537486218782;20311.835664988717;1326.4354643148836;1292669099.4157324;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-300x300x9x22.5";"[]";300;9;300;9;300;9;22.5;0;0;0;15;101.97876019763093;50.98938009881547;50.98938009881547;14183.282645617546;-945.552176374503;945.552176374503;1102.1436925197959;11.793250268484478;14183.282645617546;-945.552176374503;1102.1436925197959;11.793250268484478;22660.932937476577;1476.5008767024208;1434442587.0271533;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-300x300x12x30";"[]";300;12;300;12;300;12;30;0;0;0;15;133.2955736846772;66.6477868423386;66.6477868423386;18054.159066068638;-1203.6106044045755;1203.6106044045755;1420.4108842161281;11.638064724657587;18054.159066068638;-1203.6106044045755;1420.4108842161281;11.638064724657587;29439.356388331275;1906.0614583284282;1834785172.485967;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-300x300x14x35";"[]";300;13.999999999999998;300;13.999999999999998;300;13.999999999999998;35;0;0;0;15;153.43008640414394;76.71504320207197;76.71504320207197;20409.383903487935;-1360.6255935658621;1360.6255935658621;1619.284660314321;11.533461829439196;20409.383903487935;-1360.6255935658621;1619.284660314321;11.533461829439196;33727.66742956267;2175.3574823363356;2081386223.4864833;0.34;0.34;0.76;2
;"Japan";"BCR";"Box-300x300x16x40";"[]";300;16;300;16;300;16;40;0;0;0;15;172.96990877275942;86.48495438637971;86.48495438637971;22589.333931894344;-1505.9555954596228;1505.9555954596228;1807.6503298336863;11.427900082944847;22589.333931894344;-1505.9555954596228;1807.6503298336863;11.427900082944847;37825.328625001894;2431.0892111786625;2312202310.8641734;0.34;0.34;0.76;2
